age	income	gender	caseID	target
44.1583525319585	26711.1714532705	F	63	1
73.7347158507454	21465.7499695675	F	64	1
25.1650159221191	25829.1895899335	F	65	1
21.6463326239698	22688.3388917587	F	66	1
67.4406351847784	30148.5044473035	F	67	1
32.379875013166	28764.2666823403	F	68	1
33.7984795864786	49323.5770985097	F	69	1
31.24643178946	32786.61768092	F	70	0
60.645367809152	31419.329319413	F	71	1
61.0759976213524	42335.7385895896	F	72	1
34.5348382274413	19875.4393689104	F	73	1
34.9433192938364	34732.2607893575	F	74	1
39.894951622672	68564.0401384646	F	75	1
40.8497956032616	61779.8382748493	F	76	1
84.6567836575693	30687.6380223592	F	77	1
46.9519334224848	20949.0954821787	F	78	1
27.4433450909432	33350.5000407022	F	79	1
67.8677066314407	46966.957555848	F	80	1
74.8655503976868	59793.5512016749	F	81	1
60.7639028102713	41140.9045303174	F	82	1
44.5504316881115	35990.6714968144	F	83	1
31.8218196002678	25414.4942420813	F	84	1
22.1471613416364	23355.3173966696	F	85	0
42.721774678468	20387.2684045623	F	86	1
30.755966678849	27120.4362398598	F	87	1
39.0702526369845	33991.6477414899	F	88	1
26.0349344696102	16553.5693608681	F	89	1
22.4100085729276	42686.6610992672	F	90	1
57.7842949575497	35253.8639794034	F	91	1
20.1970445989837	23051.419885358	F	92	1
20.8805406274877	35680.6194364663	F	93	1
20.5144001168224	32286.1178895474	F	94	1
24.1779111639583	36314.1486333258	F	95	1
20.5243227681155	22602.7434957217	F	96	1
59.6418680853186	24287.0804420663	F	97	1
63.2135570658924	24803.6263586062	F	98	1
67.8679733155297	42437.8549687107	F	99	1
49.5564024089624	26421.1031949846	F	100	1
40.2073247231884	21035.6345362152	F	101	1
42.4907611842737	33137.9331537866	F	102	1
67.2338526877021	32539.961975831	F	103	1
46.6923485002256	32130.9832675459	F	104	1
65.8969995577693	21511.7578680615	F	105	1
35.1271083592604	29507.2014329564	F	106	1
25.3290874249552	38770.8073367601	F	107	1
24.46420422342	23574.5787304344	F	108	1
21.6637722228249	25995.9411962127	F	109	1
29.6520050390436	33433.2485911892	F	110	1
49.604103383292	36132.1046569628	F	111	1
39.1106768833548	29497.9475768786	F	112	1
23.0203421050547	30292.0918996166	F	113	1
25.6745723273542	33885.9363908456	F	114	1
45.6049352766775	32489.1276582229	F	115	1
52.4762757552829	35012.5995093815	F	116	1
28.3854713029751	43378.9344744849	F	117	1
47.6962463388921	51776.8969969574	F	118	1
28.4063501856827	31379.8655238495	F	119	1
60.227002391619	39202.8064133121	F	120	1
50.0441161174375	26718.1624145631	F	121	1
37.5169416052972	40701.5506104559	F	122	1
58.5296903696217	29910.9119374666	F	123	1
44.0078640364663	24839.2170051776	F	124	1
47.8194986954186	44723.228635264	F	125	1
55.467952611595	43805.4407514437	F	126	1
32.3771439979614	38415.5713092577	F	127	1
71.8146160030878	45162.372929236	F	128	1
50.9857230649932	29983.0639794549	F	129	1
46.614757401394	28800.7810222375	F	130	1
31.0986746945368	37312.8986521969	F	131	1
24.611809296045	27639.7315880126	F	132	1
53.1165166149491	27499.4408576422	F	133	1
31.8032061899829	27685.0276511065	F	134	1
28.7354004946379	20836.4565145062	F	135	1
23.528587803581	51350.447750778	F	136	1
58.161649822463	38182.1519816208	F	137	1
70.2948294766016	25837.2496707103	F	138	1
34.5850092229085	30673.6958613299	F	139	1
38.9229971146838	43963.4887590959	F	140	1
21.1418790377634	33426.3063261095	F	141	1
44.6651570134414	57174.3850247971	F	142	1
54.8941816663071	31091.7348772296	F	143	1
58.6537189227357	13983.6258130973	F	144	1
22.1536650418588	42425.2555584842	F	145	1
78.0001264168332	34432.9645386641	F	146	1
34.7944892301732	30197.210077285	F	147	1
53.9191668220009	23429.5658134492	F	148	1
63.2333892189375	36693.7699489649	F	149	1
40.8570399026963	39446.0628550668	F	150	1
45.7875770086211	22660.7802080309	F	151	1
32.7963438978531	43818.129720947	F	152	1
80.4415888613785	34040.3919058113	F	153	1
23.7492006512668	36805.3440690629	F	154	1
46.8966642787554	34048.736294857	F	155	1
36.2221252594432	51990.6843691056	F	156	1
33.6234548085817	20594.8294180944	F	157	1
43.7885594097244	32358.3990615083	F	158	1
52.7415124268443	42900.7319063101	F	159	1
29.0396685041727	37154.607673689	F	160	1
41.7991290149709	38024.0346125955	F	161	1
27.1542795702465	26548.5259693598	F	162	1
24.5402218562165	25910.2897916154	F	163	1
66.459306198726	53771.7121372232	F	164	1
70.9843462796506	29141.2460472512	F	165	1
81.7347037534621	48831.0515306794	F	166	1
24.4281204852579	30000.1745335963	F	167	1
22.6298076617353	33543.8309303786	F	168	1
34.8279921271843	54248.9698248919	F	169	1
60.0075041624208	34991.1189195083	F	170	1
57.2801329905995	23090.4094882797	F	171	1
37.1429309501466	37027.7250066896	F	172	1
60.5107964580344	27491.8281284153	F	173	1
28.8270357202627	35025.941433184	F	174	1
51.4116893947751	29448.5217862278	F	175	1
25.3856244186406	34849.7698577523	F	176	1
50.7997200740261	35560.5779890881	F	177	1
29.0237798623092	39594.087301692	F	178	1
20.3979348674297	48294.889456822	F	179	1
76.8858383197857	40793.0353985906	F	180	1
19.4996027897842	30654.7680688536	F	181	1
82.737974365145	22690.8355511674	F	182	1
37.3419246819917	39330.12641238	F	183	1
48.9828328024365	27404.1281225238	F	184	1
30.0026589912347	34842.1165862474	F	185	1
54.120066826171	27627.6081864053	F	186	1
48.9943196362786	27516.8995571118	F	187	1
21.1711246226269	28825.9708994586	F	188	1
38.2185146574819	34273.2434048407	F	189	1
28.9904573698943	37870.6795738183	F	190	1
29.4828399017393	33516.1544939578	F	191	1
50.8310711175055	34008.8078609048	F	192	1
43.2848356779588	40319.8821685517	F	193	1
32.7744302193414	35768.5993829931	F	194	1
31.9467149755827	35795.4790055645	F	195	0
37.2210707988353	28417.8596832827	F	196	0
37.1438873321353	46622.1052462038	F	197	1
53.2981591887549	23757.1064404376	F	198	1
48.6256293059833	35156.448420532	F	199	1
43.6410350075152	30344.1296017478	F	200	1
18.0613649519822	22475.0396387882	F	201	1
82.5431105433292	51319.4272562655	F	202	1
59.1665122518767	47418.8358581103	F	203	1
39.0693091821851	23091.7332135246	F	204	1
19.8406815044285	40953.7624838204	F	205	1
22.8829811821375	35855.0390419812	F	206	1
52.99506025242	34302.6800677065	F	207	1
48.7156690109099	32528.3184775327	F	208	1
18.4378461825757	37530.2718660498	F	209	1
24.000125254053	36631.114872173	F	210	1
40.0835722656932	30075.8316628138	F	211	1
24.7353533732258	28887.1083995801	F	212	1
39.1694319814229	35197.6014022154	F	213	1
52.225875991881	32365.9914195447	F	214	1
25.0436540745934	31830.8445011442	F	215	1
45.8471368918253	41211.9880510331	F	216	1
18.7259445092396	21629.8226821936	F	217	1
20.3079669294104	57178.1112786213	F	218	1
44.221292815346	28859.4304540413	F	219	1
25.1440184293728	32753.4773822249	F	220	0
30.8627378202935	23714.4606592433	F	221	1
52.1467145966033	34312.2324166407	F	222	1
22.9959191121063	34142.0523876733	F	223	1
57.3398955367914	28815.4353407995	F	224	1
31.0040939305308	31271.0609082619	F	225	1
64.0704727657706	37932.6577553934	F	226	1
35.8089390322209	25957.2510295619	F	227	1
29.4685430460871	25668.226817545	F	228	1
46.9875542150554	29029.6257613664	F	229	1
21.3587829729522	30095.0140070169	F	230	1
37.7335494831337	31157.7209179124	F	231	1
45.1855775542545	46323.4252776268	F	232	1
64.1312896954203	21021.3753759219	F	233	1
32.6775107379642	22085.7668886577	F	234	1
50.156102952151	36584.821132585	F	235	1
37.6950675487056	48768.5526132744	F	236	1
57.5981789406905	34045.9368039367	F	237	1
49.5903260531253	17487.322900992	F	238	1
24.5289986228397	36944.9549916541	F	239	1
23.9193608091854	21676.6496848139	F	240	1
60.6200652328502	22486.5283586965	F	241	1
25.9600766885199	33445.5630297864	F	242	1
39.7581638743796	34412.5272608509	F	243	1
43.4222384889409	37646.0083293864	F	244	1
33.9946399806214	38079.6824451552	F	245	1
32.4488621155547	35299.280208528	F	246	1
47.6920753802867	36853.8376575778	F	247	0
21.9209825623663	33358.3585703326	F	248	1
38.1790726752305	45730.6274149831	F	249	1
35.2748628004428	26541.1284094675	F	250	1
25.2813621286526	30673.4033003073	F	251	1
42.0498817240074	28610.0120866331	F	252	1
19.0297903717179	32310.7093844253	F	253	1
38.6971114483739	24417.7672651734	F	254	1
47.1335062922788	20896.7324537369	F	255	1
46.8758966119209	35103.9306495404	F	256	1
56.9221342342387	42126.6351866035	F	257	1
32.6311110590097	39175.8057028528	F	258	1
38.4691522884359	36815.1909253078	F	259	1
63.8941372070843	30477.8484588656	F	260	1
41.1989459767251	21883.3182477634	F	261	1
49.2277721886278	28503.9287963203	F	262	1
45.4092131355301	48108.7633214301	F	263	1
70.3054439854534	34788.3192152527	F	264	1
37.4106718672138	32825.2002976057	F	265	1
30.2181743111495	32193.2946112907	F	266	1
57.3561577898576	39332.0298800725	F	267	1
63.177039011466	27707.5834817251	F	268	1
35.7512964599915	30363.4164384167	F	269	1
25.9365271216189	25531.2346755935	F	270	1
47.6189867986926	32163.9712011607	F	271	1
23.0085476154263	35339.3859721552	F	272	1
67.0066418988209	26533.1178159031	F	273	1
37.0040673507818	36882.8442098855	F	274	1
18.9745875861545	33272.1752941837	F	275	1
65.5064238989865	32420.4960770685	F	276	1
26.0472023111509	41420.7522027004	F	277	1
19.4700479570141	40463.9134046421	F	278	1
53.9026844446898	27288.3884762688	F	279	1
35.9539697479599	61274.8680730871	F	280	1
58.4873469438998	29303.1574080968	F	281	1
42.3165359279207	41064.2030926032	F	282	1
39.355113896281	42862.2018043177	F	283	1
25.3771584026766	33384.0924208731	F	284	1
58.4149244030729	20833.322433229	F	285	1
44.6877781880437	37621.6436464497	F	286	1
57.7340046725344	29617.9324320674	F	287	1
19.161814410779	50347.9882106136	F	288	1
37.1937959588803	18974.9502622509	F	289	1
30.6268773514179	27411.0107143965	F	290	1
59.4802291953668	30620.4054361426	F	291	1
28.265362427562	26455.8215519573	F	292	1
29.7728710681939	23420.9077117153	F	293	1
51.0264907198523	32993.0857476751	F	294	1
71.5306033822443	28253.9137956098	F	295	1
53.0994142709383	49355.74665253	F	296	1
45.7350887830691	32917.5936946724	F	297	1
21.9638317212431	47642.4247476904	F	298	1
82.0662735277926	25309.0237265648	F	299	1
33.6732084353224	35739.5214824423	F	300	1
31.4859367475952	30699.3985068416	F	301	1
26.219900912321	21003.0185420624	F	302	1
34.8288234230472	34322.5844704953	F	303	1
22.4963447641328	37664.4265114598	F	304	1
42.3105644243328	37060.5923702563	F	305	1
23.9140866600531	22765.4935950307	F	306	1
20.3460772430319	42753.7503133192	F	307	1
48.3219734604645	31284.2468648198	F	308	1
52.7835450827661	34989.7876989365	F	309	1
32.4650321692181	40536.621002579	F	310	1
30.1818588035113	45033.4279256997	F	311	1
60.3566780985096	29332.848475191	F	312	1
20.0901055416173	59509.0331547021	F	313	1
64.5279900611449	27954.1290385732	F	314	1
19.2489593029241	36523.1785492409	F	315	0
23.7476134708381	32061.5886340283	F	316	1
40.8099419197239	22708.9869086786	F	317	1
26.1424832993551	32909.4533961209	F	318	1
38.8266828456499	34811.0553334495	F	319	1
25.1399187877082	23769.8070896	F	320	1
44.14377009367	23440.6792578974	F	321	1
47.1202675532452	33914.0948771282	F	322	1
44.3108507635054	31285.2926305242	F	323	1
26.0726275168045	25922.2309100245	F	324	1
65.3110782877519	20380.1891058495	F	325	1
66.0662721253508	49682.0957935029	F	326	1
47.3012560127941	29003.1805356904	F	327	1
59.8653092462662	26831.1535376056	F	328	1
78.6609951751748	23555.7830724468	F	329	1
47.1302232015579	22782.3688594433	F	330	1
22.9101091208276	31785.8674254193	F	331	1
65.4730381439227	27663.290471374	F	332	1
54.7555821355079	24737.0648552245	F	333	1
41.9404873318559	32231.1503584492	F	334	1
34.6391605833782	23485.6458282236	F	335	1
34.02866117486	35477.1986061335	F	336	1
54.0656481270576	40205.6853474626	F	337	1
66.3420811988348	28984.0078094674	F	338	1
45.0043551454341	32668.4097673001	F	339	1
70.3987177564976	41815.8092599007	F	340	1
48.1918518262847	26967.0274341487	F	341	1
46.4359560862991	28488.4788692426	F	342	1
41.6219180146408	26383.804360171	F	343	1
24.9963310235055	35172.7776697842	F	344	0
51.6355899849122	23233.6170935899	F	345	1
44.6276778172426	36169.3929764601	F	346	1
46.3878753989091	34592.8221722048	F	347	1
34.161229545171	36648.6571686172	F	348	1
48.901211765465	47526.5018185295	F	349	1
38.0048043685082	36465.3808583713	F	350	1
23.5592445312509	30129.9814360705	F	351	1
44.2615926424356	19745.2188118619	F	352	1
34.0837642975883	27218.3163694738	F	353	1
40.4251486199557	26712.5165537936	F	354	1
23.6353212654909	30616.45847483	F	355	1
32.2220173016866	39326.8812706294	F	356	1
56.8464268817493	32152.8642189075	F	357	1
42.0485852856329	45778.4290129401	F	358	1
34.9688958355173	28721.8904452036	F	359	1
24.5783986569699	34430.0605679923	F	360	1
41.9472060163599	43258.4021759634	F	361	1
29.4307234602713	41970.7662551547	F	362	1
65.1275840160173	38072.6752487433	F	363	1
38.9772523543296	17716.311618913	F	364	1
36.1734022711886	31274.9497251462	F	365	1
62.5856995441681	35960.9609169187	F	366	1
18.0048585107711	51539.1811211128	F	367	1
48.6089130024559	33434.1938966753	F	368	1
33.6359204447199	21871.9208106018	F	369	1
30.7272276517891	39059.3272563583	F	370	1
38.0935366066371	25636.3365300961	F	371	1
42.2799677469803	35849.1129380389	F	372	1
24.94995262436	24725.5519757704	F	373	1
37.7061679998917	20270.5973612089	F	374	1
53.5077363549572	33945.8498363973	F	375	1
20.6622682397773	47557.6348251344	F	376	1
36.2336088756314	50845.6806345128	F	377	1
35.7010753264394	24848.3119694998	F	378	1
32.6132939603814	26504.9395149983	F	379	1
45.7833751976429	37063.1880110748	F	380	1
22.5630229201376	23064.5694148307	F	381	1
53.5925734138872	27583.3168545549	F	382	1
38.2214009283577	40187.7131894522	F	383	1
65.8205190909582	33949.9047192149	F	384	1
42.1700033537005	72633.6227769066	F	385	1
42.5577131250266	24581.1260053624	F	386	1
48.2039071354262	39087.362576735	F	387	1
42.4097408971533	29741.533239492	F	388	1
44.0727558972506	31750.5725963399	F	389	1
39.8862202638259	42294.1822740111	F	390	1
58.0011410751226	35809.9231360976	F	391	1
41.929168927816	24471.5018199802	F	392	1
41.6367706453783	35153.7954094633	F	393	1
39.4969121841767	29831.6344895372	F	394	1
31.9968807264212	36191.6582960268	F	395	1
23.8916735143113	31519.7212076158	F	396	1
22.7324388247475	41903.7532386232	F	397	1
81.7602468432264	22266.0231324255	F	398	1
27.8430047656186	37110.8490133259	F	399	1
44.8367232430079	33491.9856284762	F	400	1
75.2163025691775	38418.9392003542	F	401	1
44.7968385683183	20657.2770196214	F	402	1
36.5944455033545	20638.0330511838	F	403	1
60.1292150714352	23144.9040371069	F	404	1
56.4440870649186	43444.5682675114	F	405	1
56.1976247216605	24046.7002243915	F	406	1
29.6619590810991	36822.6772682389	F	407	1
55.3273376027152	42515.4201706832	F	408	1
49.5491777573879	53280.7177529258	F	409	1
59.9221466791566	30157.3597652697	F	410	1
51.3920262829629	57324.4510630757	F	411	1
53.2966195222724	29122.0532269821	F	412	1
37.61125348679	25565.7121883715	F	413	1
47.9248750590727	25714.196402711	F	414	1
47.4768922134744	29830.5406884308	F	415	1
24.4825669801781	32420.9899120195	F	416	1
27.5036727459348	43243.0742946421	F	417	1
44.0323767250758	68353.1832443059	F	418	1
28.2509157346403	26034.6977256111	F	419	1
33.3154048019357	34983.9738043958	F	420	1
73.4944685152929	20061.4144401531	F	421	1
44.6672545711409	31856.3490996169	F	422	1
32.55828795845	28730.7738841415	F	423	1
20.0708755062631	44606.7121962482	F	424	1
51.8887189139815	31568.1367917919	F	425	1
51.9303602122249	36415.4428008149	F	426	1
54.3675820339786	34613.3778610923	F	427	1
35.0290973345329	49912.1600590277	F	428	1
49.8483743140875	31294.9565307191	F	429	1
46.6443599102722	31145.474552448	F	430	1
23.3044600604403	30830.1811078549	F	431	1
66.6785385875995	35827.1451754282	F	432	1
51.9149564574338	26962.9042053965	F	433	1
35.4803558509328	33427.2675931837	F	434	1
48.6152539929077	25004.0206763552	F	435	1
33.314283523974	36680.4973320107	F	436	1
30.0188865880557	31740.8427601764	F	437	1
77.3611258881061	35441.3020749116	F	438	1
21.9633190352121	27880.1468185561	F	439	1
62.6618999152243	26696.0350689252	F	440	1
31.1324666762559	33709.3223780017	F	441	1
51.8530381989646	22154.0887140083	F	442	1
40.967433302281	34992.5502194386	F	443	1
31.3525893223652	38791.9011202161	F	444	1
20.5514823790174	27609.0657892025	F	445	1
48.6204483594879	42672.3108004061	F	446	1
38.6987933553596	42759.144107488	F	447	1
36.7020991581792	28287.9187950432	F	448	1
47.3021146185008	24555.3676988359	F	449	1
36.3167555922468	32773.6106463877	F	450	1
49.681381337503	30541.9654508891	F	451	1
46.2325349787391	30926.8051069571	F	452	1
43.3473225919282	48972.961111258	F	453	1
46.1386088052779	30051.9949668936	F	454	1
19.9514343061872	43847.3161743883	F	455	1
41.3331535646169	28148.0039526208	F	456	1
70.9246068450114	21764.4884924047	F	457	1
42.938819515743	31390.0792771121	F	458	1
39.0697172157324	33819.5452625041	F	459	1
65.2428992440212	60312.2845817936	F	460	1
65.0035499967766	55166.9512353676	F	461	1
73.4115833758649	69087.4310083105	F	462	1
32.5139545492992	36394.0611945108	F	463	1
40.6135212624269	58248.5055258775	F	464	1
61.2569559332759	51358.2902625497	F	465	1
78.4899265929326	37266.3019585154	F	466	1
49.7859308123419	25386.9649905269	F	467	1
40.0724792890495	39024.9362787164	F	468	1
19.7437660367149	43884.1584323623	F	469	1
25.7367161673764	34796.7805614606	F	470	1
31.2328971636081	34569.2573998786	F	471	1
70.9651137081492	24819.9766401386	F	472	1
31.7802719396356	27860.0952323395	F	473	1
23.9549937049622	37306.031840218	F	474	1
28.0523579815367	25386.1408472529	F	475	1
59.1530895172249	74024.6442214316	F	476	1
39.7174268765436	32464.0825444206	F	477	1
45.5698248922211	29962.9942316052	F	478	1
56.061544703305	59278.9404722997	F	479	1
21.1816238435707	35592.7855821315	F	480	1
58.1456918109785	28829.4660744848	F	481	1
58.9339030611346	33995.1923837458	F	482	1
39.8068826014315	32060.862463249	F	483	1
63.2968980277771	29256.5193333401	F	484	1
26.4073038100327	40802.8704522088	F	485	1
36.8813243297803	33569.2658191786	F	486	1
26.4500845239115	30233.6900497557	F	487	1
50.0667995774461	41405.3883199813	F	488	1
28.4622713819722	23398.502165485	F	489	1
45.239592784772	40056.5562787167	F	490	1
62.4352028364423	14470.3295122873	F	491	1
28.7289848075607	31969.3342552995	F	492	1
44.6089326537564	24631.0176536732	F	493	1
21.1495282477968	35166.2939523132	F	494	1
52.6004408048021	32585.0808299791	F	495	1
23.3003966487003	59258.3758033468	F	496	1
81.5555635738244	41703.1752878492	F	497	1
50.233233445264	40500.2844332064	F	498	0
37.4422639236812	28044.8353802668	F	499	1
61.0311925494847	35006.1585844975	F	500	1
31.9164496662188	26302.0163568826	F	501	1
36.3189442396365	32672.7549856378	F	502	1
43.0701515284502	48654.5831141012	F	503	1
49.7920484748228	20799.0624385163	F	504	1
40.4696015776536	21023.8945875476	F	505	1
20.6760055587806	35838.4638737974	F	506	1
27.0429208340478	33777.3384298487	F	507	1
62.0778039023563	25273.7969308944	F	508	1
31.9694102816671	41974.1330143423	F	509	1
18.6856448952169	30940.2747799398	F	510	1
52.226827909944	41772.756311608	F	511	1
40.3069139968358	32373.2630560975	F	512	1
76.808673451765	35083.3159448766	F	513	1
48.8377168717502	31389.8670229556	F	514	1
42.5316572777819	23983.5147866525	F	515	1
25.593239201627	33134.7933812736	F	516	1
35.7987255824848	15355.8617359509	F	517	1
35.283911316299	36416.0117324415	F	518	1
30.3919386422101	47145.7467886469	F	519	1
70.276309511762	31524.1776347221	F	520	1
24.4703828917762	30959.1298712945	F	521	1
22.4035142079099	26751.5684358942	F	522	1
25.7015682298132	23699.9306995675	F	523	1
22.4903842952631	32489.4358514785	F	524	1
21.6005541056011	31281.981398888	F	525	1
45.070209463724	27423.1447808535	F	526	1
59.8875933073684	27661.2229392226	F	527	1
58.8066210385721	27225.0672807155	F	528	1
36.7903366014395	39353.9506540999	F	529	1
41.7563646848058	42092.1614496246	F	530	1
41.230736248746	16855.264779263	F	531	1
30.3999853504562	28573.8452332378	F	532	1
55.9753580222673	27825.1149310635	F	533	1
58.9198055752115	32932.6439242978	F	534	1
35.2164532012927	36983.3600129468	F	535	1
44.2540792217431	31004.0752042865	F	536	1
84.7685811917221	29965.1273807821	F	537	1
21.8060856783027	25633.5261092946	F	538	1
34.4027705981157	34392.9272177111	F	539	1
58.0946579937294	32135.966155342	F	540	1
25.2464897413968	29078.8292995402	F	541	1
22.8069769179866	32093.593446709	F	542	1
26.6884421252791	23766.5175636731	F	543	1
19.4575711083662	21854.9570384046	F	544	1
38.0712446415696	24968.2718462169	F	545	1
31.3421352288453	35243.9233541625	F	546	1
64.065801006056	43248.5965384198	F	547	1
36.4890732809497	27091.1094827859	F	548	1
19.8804744283812	21059.9710120122	F	549	1
24.654645162157	39904.1250664723	F	550	1
43.5889128698197	24230.7411454496	F	551	1
42.4253922061889	42797.8129885514	F	552	1
22.4645895754088	20672.2702447167	F	553	1
21.3573761253655	32454.1233229605	F	554	1
55.1123899427125	45937.9395531681	F	555	1
30.6828893906613	25831.3371324649	F	556	1
42.6658632481054	40452.6637745003	F	557	1
54.2188261495141	23110.4808848673	F	558	1
35.5104076872264	38707.9653247607	F	559	1
58.5207224841189	24642.3317757008	F	560	1
39.7421955291989	30681.0248082116	F	561	1
37.1250393188608	26604.8337848936	F	562	1
26.8202475106853	26666.8213835659	F	563	1
24.7692229058875	24323.3478733467	F	564	1
19.4281948143613	34925.7920956019	F	565	1
44.056180211742	35761.7715729049	F	566	1
52.8732119160951	30191.3848739011	F	567	1
26.0151591694479	31936.0275890951	F	568	1
40.126137244784	31902.9486045657	F	569	1
26.18638039951	26018.342447598	F	570	1
36.40189099315	33381.5799745932	F	571	1
40.1380842861393	45206.5614012327	F	572	1
27.3908371762152	43038.97348601	F	573	1
82.876189218101	35379.7578206091	F	574	1
46.0867453639128	39357.8388983744	F	575	1
64.8732427957812	32118.6139924659	F	576	1
35.8036325261367	56292.0689405022	F	577	1
40.5896087244956	31468.0776113924	F	578	1
42.5117180407576	26468.409486243	F	579	1
52.590548038224	29238.1599381321	F	580	1
34.6397334016864	40522.9094105873	F	581	1
47.2482091522978	32507.9223465294	F	582	1
34.4288145615883	26033.0788800501	F	583	1
47.2873241790338	37043.2306085085	F	584	1
64.3171678733144	22591.9053358349	F	585	1
33.9475196113221	24401.1547072462	F	586	1
40.7517123677834	25691.112040346	F	587	1
60.4895015656426	32950.8213037942	F	588	1
46.3790708593864	30606.7309008554	F	589	1
24.5391986936082	34895.7692660469	F	590	1
53.8137679212724	27427.0419467294	F	591	1
41.7832574069835	36214.1840464273	F	592	1
40.1169695906551	38448.7672930525	F	593	1
77.1028188344431	32556.5148755441	F	594	1
57.2329505584058	37964.8920046658	F	595	1
28.9625751189904	29744.3519484361	F	596	1
34.8753707319445	38744.6540489699	F	597	1
19.3094201549106	30613.7302922703	F	598	1
55.1306985655879	22695.0597051442	F	599	1
31.9336226173123	52729.3282435332	F	600	1
47.384326076372	41298.1587421897	F	601	1
68.0477816850909	31443.1238685743	F	602	0
33.7086134304179	35253.3946562853	F	603	1
53.9421724870847	50482.3155719179	F	604	1
21.1958847376395	26694.3888460873	F	605	1
57.4605950895603	34094.5559262546	F	606	1
72.6228259562566	35316.0536954604	F	607	1
25.6794871881672	30405.3029416295	F	608	1
33.7678254673953	24025.2099528236	F	609	1
57.278990468941	25792.0613273486	F	610	1
28.3662292835794	37048.7631184314	F	611	1
24.1213649327752	43660.4560972374	F	612	1
30.2329585756851	21720.8000203423	F	613	1
25.4313503538272	26112.3499951278	F	614	1
39.3517709852385	50121.4071376155	F	615	1
39.7640071577355	37683.0540483243	F	616	1
64.1806829924618	25829.5748275899	F	617	1
33.9341897950969	48033.8077203947	F	618	1
53.8913704364194	28488.3337483326	F	619	1
54.6585757529658	38802.7801698583	F	620	1
70.5819547911876	30557.9365423757	F	621	1
26.9873812215022	20455.2645167918	F	622	1
52.3262256395793	30065.3812092387	F	623	1
27.7058772743054	37253.1734495562	F	624	1
29.5533517193767	17790.427252044	F	625	1
24.1128201834479	33864.2130216746	F	626	1
50.3359733894621	42321.3733949689	F	627	1
48.4179926003217	33945.9520752063	F	628	1
32.8866477928105	33501.1897947847	F	629	1
22.6893077968266	31168.9986699077	F	630	1
40.2773996260669	22316.1631445299	F	631	1
71.4904659285872	17783.2122119748	F	632	1
32.5583885570598	30044.8584458318	F	633	1
20.8351532056025	29594.2834047339	F	634	1
47.4167048984147	30745.5301759391	F	635	1
45.2124121590658	31549.9555285797	F	636	1
27.7002916633607	44968.0048786316	F	637	1
27.3742799624799	40655.9273178579	F	638	1
23.8757870712312	23685.238263057	F	639	0
42.7691795031466	25482.9063433588	F	640	1
